customer_unique_id,product_id,rating
68a5590b9926689be4e10f4ae2db21a8,fd25ab760bfbba13c198fa3b4f1a0cd3,4
d16000272660a1fef81482ad75ba572a,3880d25d502b15b1de6fddc42ad1d67a,5
f51a647a551b866c440921b7f2b5683f,a76bb75d78ce6aa4a5202051b4f88a83,4
bd4174fe2e76f6818b913f6dac96b49a,ee92961b88199a0d4329a6beca8f63da,3
e72ed956534642d2d41d7b90dd18f378,adb1f1939b613f3078806b6afcca0e51,5
a9f9d64cf3a8e4d74c199a061c099ee8,6dae4e6bc334685708571a48aa41d437,5
05d7600f5c526e0722b3e07059588bcb,45b280868bcc8124d9309f459a42eeaf,5
9935b7e2683de890a208026f020e54d3,5113c9a5037013b0a750444df6dec60f,5
a2bdb01d0f0103b75c7296bfc3b3d501,52e9413ed0d3e64b796aac2bc2291d50,1
78cf129e526bb784c2d9ff1616c40f50,622bad99b4296aade0783ebecdd3fa15,5
04e6136a14d4d23d0b5d79443b94225b,41817d1d44000e3105f24470a5224bcb,5
15818985dbcfa443935b42d3afcadb76,c6336fa91fbd87c359e44f5dca5a90ed,2
024e448ec8650b88a45e9f6049eec02b,8173ca41cdb176462f9ae79821a48404,5
425b3989e06f90e51154ca6f6e375d9f,a322cb898d31adbe4a4de692f4bc0276,5
c6996ccf5d071fd9e214d1cef7fc8e7d,6a0f59f3946c8169999e2fb7e946ac96,1
944ebaf47533d6dea79235f8a6553f6c,f555f8c0d7d8e7a84284ef3cc3d6b84e,5
2becda1b0931e0a482dbbe720d4b84bf,541fe3a51f05d6f3ee6e730fafa0b8d5,5
20914a8b341d905207e3de6ed4caa09f,7612afaa8218e79b3011243ed9edea9c,5
6a875e0207d93e4c06f193810c6c2cd0,35582ccc8dcd2cc9841d257c0506b641,5
055cb384b9943609b975e574725f9fe1,c72edc98e7d77f0c4c04ec80730c05f5,5
ca4df60d55f10876f3361c2a1879f11e,369dfa384d5ad2a0cb97cb4cda846c47,3
61f8104eea01c92288fd2cf0c1ae3f0a,cb52e6775d816cbdadade36948e81fc8,3
770e794c4208b19cd89bddfb46b20883,d3c044bd42d84a79e3b0c42662806a48,4
3f89c636b2f78ec7a2724277c9ff438b,826f5b971a308b08c7596b03ae80246f,5
44f1e0006c036bc402c4e9d13d5a5335,59391e840980a4bb6df5f44d3d734df7,5
019ac5580a897d52e5ed6f7ed89ade27,056063b2634974ef86ccb7da2d3d0dbf,5
1058b6fc88985f43145ba22a83a00cdb,3ba33cff9875e472a110e56e1db299bc,5
5b8a75e77489899ad9e6d57273aafd7f,8d024e70a7e9e92b8851684d047a7021,5
fb9bbd241311c681f09b955a1dda7999,ff7fccf8513f360157f0660fe51d1d88,1
353801f49ab64d5e6ca90ba46e2e5f0f,6ab41d7f15e7af9d6c7cd912055acc1a,5
7528fbe45ed5db187d77f2dfcf348d9a,11dc4053871ff53ff79fb1fc7e6b160f,5
586157a98f45171396825a40f6124ce0,6ea6babb12521a80daebf65b6d0c864f,5
cc2166672776703f9f6c7a2846942e26,3540941843e8ab59a8a8ed75970562db,5
0c2c1b3fc4d9f572b89df735dc57bce4,9a21c7ce9df5c19b94d2ea715a23a90c,3
c78ef6b627924a444c068ff23ea62660,adb1f1939b613f3078806b6afcca0e51,5
54ed8e2bc9f92e1b10ddbbfecad0cec0,49e25af5dc73ad7ac3fefae03aea3e61,5
c5f4a17332cac9eea14c1147093298dc,d3c044bd42d84a79e3b0c42662806a48,5
6865c9d80162760ac372a5937a46ffae,a16dacf975b8dcbafff14b679e6eeec2,5
f5ff85b902f67682997fe98003cd134e,7659404ade89460a4be1c11ac47d5f2c,5
9b495a90cb9498ad09a99f7c9f4213a3,14faa5803314c4ecfc2c915cd13fd24f,5
1adda1d29648d09ecb614183224283ab,19421075ae0b585f2dc13ff149e2119d,1
2d62e67e4f6fb00ceb8114c26bf1dc5f,583f158587cdecda3e8bdea694021e39,2
583a038af0b5874ed0570856d0468587,49366a8fab2e191239a143647474e7fc,1
b860cf8691d09c106b5c6dae76361e96,7b35ccd93a2184646c03b70326626923,2
7c0179b15044913e0cbef59ea577f432,7f8b42a3cbe617b6112e0623f0d32fa2,5
ab10e9f940aee13c952a78e570f2486a,65e52a3d3ad102e0308bfde7c1424a89,5
6b8a8a9edc32adca4c3fccf9ebcd664d,5dee2c14e1989141e15d341d4c62d72a,5
f1731fa7ae810577598d2d31a1888b4f,e0e83e0b538dc1d9a1c6568d3a94034a,5
ecacfb5d93bc00a03f36729e6e927e36,ecf60cb41ee36163755ee427f85ef680,5
c9e70f489d81d99aa85136bae90b4427,11dc4053871ff53ff79fb1fc7e6b160f,5
ce4c0829de2e5ef8c69701b892d715be,5a7373ba4c9b3e13513ded06cd1986c4,5
3a1b96376a45fa28e4f746ebae3a8f52,c6336fa91fbd87c359e44f5dca5a90ed,5
c2d9fffc59f419a6d7b8a3bf1ce22611,875fb9ce8ae73f00dff3c9e0f710fe84,2
d00e1de0179ef8d701de51c1479dd9da,51e3084a334ce75dc646c9c6eea90e37,5
2683999c7b3dc785684105f447db1f6a,f9b0ee95ce8b1ef8b50eecc5e0fa4348,5
77d56f7ed5168978a17035fbd536b2f2,bb4f8cfc76a66cb770208b2c1d2c6269,5
2efdab402b57b0040f1f04c74cf3bef3,d3c044bd42d84a79e3b0c42662806a48,5
c30155ed71e24e98a0c853fe0d51c3f9,58727e154e8e85d84052cd22b0136c84,5
f6ed0bef0317e479c3cfbf243f9b1940,e44f675b60b3a3a2453ec36421e06f0f,4
95288e979ee43b474b3c0ae7eb3cebe5,5a11bc271d03e7a31cdd33d1d8580456,5
f3d71f4d8f54a54163588b67959c5061,81288df52439985f610be64465e53f57,5
465b533cb30b28a5d820d9ca45084dea,cb89dfa8adec9df2aa87b8072985b655,5
42a1188e4495ada7687dab6059d48f4f,feb94d995efca232513a7baffff772b8,4
5325502d065de0750dcdc41c5bbed846,1937b3e587fc766c8d1cef0c11c6aa53,5
bc36814f2550075a872ea415c73b8e4a,3c4e3782469a0f1ac459dc6c47ebef31,5
